coord,day,delay,description,end_date,from,geometry,hour,id,latitude,length,longitude,to
"{'x': -73.9807415, 'y': 40.7633316}",Thursday,1,2,2020-02-13 17:41:00+00:00,57th St (5th Ave),POINT (-73.98074149999999 40.7633316),17.0,TTL5159643165605003,40.7633316,477,-73.98074150000002,34th St (5th Ave)
"{'x': -73.9804077, 'y': 40.758228}",Thursday,3,9,2020-02-13 18:10:00+00:00,E 57th St (Park Ave),POINT (-73.9804077 40.758228),18.0,TTL5159643132805000,40.758228,722,-73.9804077,E 34th St (Park Ave)
"{'x': -73.9780292, 'y': 40.7518889}",Sunday,0,4,2020-03-15 04:43:59+00:00,5th Ave (48th St),POINT (-73.97802919999999 40.7518889),4.0,TTR5159643158406002,40.7518889,23,-73.9780292,Park Ave (E 48th St)
"{'x': -73.9720179, 'y': 40.752614}",Thursday,1,2,2020-02-13 17:58:00+00:00,2nd Ave (E 39th St),POINT (-73.9720179 40.752614),17.0,TTL5159643144006005,40.752614,706,-73.9720179,5th Ave (E 39th St)
"{'x': -73.9718079, 'y': 40.7674168}",Thursday,2,3,2020-02-13 17:52:00+00:00,E 57th St (W 57th St),POINT (-73.9718079 40.7674168),17.0,TTL5159066107212008,40.76741679999999,674,-73.9718079,Broadway (W 57th St)
"{'x': -73.977025, 'y': 40.7589074}",Thursday,2,3,2020-02-13 17:41:00+00:00,W 56 St exit [7],POINT (-73.977025 40.7589074),17.0,TTL5159066064004022,40.7589074,156,-73.977025,Park Ave
"{'x': -73.9770159, 'y': 40.7606676}",Thursday,2,3,2020-02-13 17:42:00+00:00,6th Ave/Avenue of the Americas (Central Park/W 59th St),POINT (-73.9770159 40.7606676),17.0,TTL5159643158404039,40.76066760000001,702,-73.97701590000001,3rd Ave (E 59th St)
"{'x': -73.9707438, 'y': 40.7587152}",Thursday,2,3,2020-02-13 17:55:00+00:00,Lexington Ave,POINT (-73.97074379999999 40.7587152),17.0,TTL5159643172814004,40.7587152,1050,-73.9707438,7th Ave
"{'x': -73.9702596, 'y': 40.7552492}",Thursday,2,3,2020-02-13 17:41:00+00:00,2nd Ave,POINT (-73.97025960000001 40.7552492),17.0,TTL5160797332806003,40.7552492,225,-73.97025959999998,E 42nd St / Lexington Ave
"{'x': -73.9667493, 'y': 40.7391797}",Thursday,1,2,2020-02-13 20:21:00+00:00,I-495/Tunnel Exit St/Queens Midtown Tunnel (FDR Dr),POINT (-73.9667493 40.7391797),20.0,TTL5160797312001000,40.7391797,2478,-73.9667493,61st St (FDR Dr)
"{'x': -73.9706244, 'y': 40.7733668}",Thursday,2,3,2020-02-13 17:41:00+00:00,Park Ave (E 65th St),POINT (-73.97062440000001 40.7733668),17.0,TTL5158489013605000,40.7733668,673,-73.9706244,65th St Transverse Rd (65th St)
"{'x': -73.9713932, 'y': 40.7385193}",Thursday,2,3,2020-02-13 17:45:00+00:00,FDR Dr,POINT (-73.97139319999999 40.7385193),17.0,TTL5160797304006014,40.7385193,394,-73.97139320000002,Tunnel Approach St
"{'x': -73.9743635, 'y': 40.7586534}",Thursday,1,2,2020-02-13 17:41:00+00:00,Madison Ave,POINT (-73.9743635 40.7586534),17.0,TTL5159643158404001,40.7586534,415,-73.9743635,3rd Ave
"{'x': -73.9682204, 'y': 40.7592803}",Thursday,1,2,2020-02-13 17:44:00+00:00,3rd Ave (E 49th St),POINT (-73.96822040000001 40.7592803),17.0,TTL5159643172806002,40.75928029999999,620,-73.9682204,5th Ave (49th St)
"{'x': -73.9679547, 'y': 40.7624322}",Thursday,2,3,2020-02-13 17:46:00+00:00,Lexington Ave,POINT (-73.96795470000001 40.7624322),17.0,TTL5159066078414006,40.762432200000006,779,-73.9679547,Avenue of the Americas
"{'x': -73.9672964, 'y': 40.760541}",Thursday,2,3,2020-02-13 17:41:00+00:00,3rd Ave (E 51st St),POINT (-73.9672964 40.760541),17.0,TTL5160220267206004,40.760541,299,-73.96729640000002,Park Ave (E 51st St)
"{'x': -73.9647462, 'y': 40.7599887}",Thursday,1,2,2020-02-13 17:41:00+00:00,E 57th St (Park Ave),POINT (-73.96474619999999 40.7599887),17.0,TTL5159643180020000,40.75998870000001,556,-73.96474620000002,E 66th St (Park Ave)
"{'x': -73.9656299, 'y': 40.7524606}",Thursday,2,3,2020-02-13 17:53:00+00:00,FDR Dr Service Rd (E 42nd St),POINT (-73.9656299 40.7524606),17.0,TTL5159643144004010,40.752460600000006,1025,-73.96562990000002,6th Ave/Avenue of the Americas (W 42nd St)
"{'x': -73.9655229, 'y': 40.7630705}",Thursday,1,2,2020-02-13 17:41:00+00:00,3rd Ave,POINT (-73.9655229 40.7630705),17.0,TTL5159066078406000,40.76307050000001,930,-73.96552290000002,Avenue of the Americas
"{'x': -73.9735022, 'y': 40.7577272}",Thursday,1,2,2020-02-13 17:50:00+00:00,53rd St (2nd Ave),POINT (-73.9735022 40.7577272),17.0,TTL5160797325612001,40.75772720000001,1362,-73.9735022,34th St (2nd Ave)
"{'x': -73.9581303, 'y': 40.7473109}",Sunday,0,15,2023-01-01 04:59:00+00:00,21st St (I-495),POINT (-73.95813029999999 40.7473109),4.0,TTR5161374399200000,40.7473109,171,-73.9581303,E 37th St/2nd Ave (I-495)
"{'x': -73.9741829, 'y': 40.6201747}",Thursday,1,2,2020-02-13 17:41:00+00:00,54th St,POINT (-73.9741829 40.6201747),17.0,TTL5170030419206000,40.6201747,402,-73.9741829,McDonald Ave
"{'x': -73.9819769, 'y': 40.6470954}",Wednesday,0,13,2020-09-23 03:59:59+00:00,NY-27/Prospect Expy/Ocean Pkwy (Church Ave),POINT (-73.98197690000001 40.6470954),3.0,TTR5168876304005000,40.6470954,45,-73.9819769,Old New Utrecht Rd (Church Ave)
"{'x': -73.9755108, 'y': 40.6261206}",Thursday,1,2,2020-02-13 17:41:00+00:00,65th St (18th Ave),POINT (-73.9755108 40.6261206),17.0,TTL5169453355206002,40.6261206,765,-73.9755108,Ocean Pkwy (18th Ave)
"{'x': -73.9764294, 'y': 40.638705}",Wednesday,0,13,2020-09-23 03:59:59+00:00,Old New Utrecht Rd (Church Ave),POINT (-73.9764294 40.638705),3.0,TTR5168876289605002,40.638705,45,-73.97642940000001,NY-27/Prospect Expy/Ocean Pkwy (Church Ave)
"{'x': -74.0155742, 'y': 40.6396321}",Thursday,1,2,2020-02-13 19:22:00+00:00,6th Ave (Gowanus Expy E HOV Ln),POINT (-74.0155742 40.6396321),19.0,TTL5166567910400000,40.6396321,518,-74.0155742,I-278/57th St (Gowanus Expy E HOV Ln)
"{'x': -74.015822, 'y': 40.6386469}",Friday,3,9,2020-02-14 02:25:00+00:00,6th Ave/Exit 20 (I-278),POINT (-74.015822 40.6386469),2.0,TTL5164836828856000,40.6386469,10130,-74.015822,Flushing Ave/Exit 30 (I-278)
"{'x': -74.0240908, 'y': 40.6220763}",Monday,0,4,2020-03-30 04:43:59+00:00,Fort Hamilton Pkwy / 7th Ave,POINT (-74.0240908 40.6220763),4.0,TTR5168299143214001,40.6220763,312,-74.0240908,10th Ave
"{'x': -74.0424817, 'y': 40.6124352}",Sunday,0,15,2023-01-01 04:59:00+00:00,Belt Pkwy (Verrazano-Narrows Bridge (Upper Level)),POINT (-74.0424817 40.6124352),4.0,TTR5168299095200000,40.6124352,88,-74.04248170000002,I-278/Verrazano-Narrows Bridge (Verrazano-Narrows Bridge (Upper Level))
"{'x': -74.0267265, 'y': 40.622226}",Thursday,2,3,2020-02-13 17:41:00+00:00,4th Ave,POINT (-74.0267265 40.622226),17.0,TTL5167722032814001,40.622226,251,-74.0267265,3rd Ave
"{'x': -74.0137852, 'y': 40.6408651}",Thursday,2,3,2020-02-13 19:20:00+00:00,7 Ave exit [20],POINT (-74.0137852 40.6408651),19.0,TTL5165990844808007,40.6408651,685,-74.0137852,exit [23]
"{'x': -74.0128943, 'y': 40.6384929}",Sunday,0,13,2020-02-16 04:59:59+00:00,65th St (4th Ave),POINT (-74.0128943 40.6384929),4.0,TTR5166567910404000,40.6384929,78,-74.0128943,I-278/38th St (4th Ave)
"{'x': -74.0205222, 'y': 40.6317652}",Thursday,2,3,2020-02-13 17:41:00+00:00,5th Ave,POINT (-74.0205222 40.6317652),17.0,TTL5167144983206000,40.6317652,94,-74.0205222,6th Ave
"{'x': -74.0221258, 'y': 40.6449485}",Sunday,0,13,2020-02-16 04:59:59+00:00,I-278/38th St (4th Ave),POINT (-74.0221258 40.6449485),4.0,TTR5167145019204001,40.6449485,78,-74.0221258,65th St (4th Ave)
"{'x': -74.0103179, 'y': 40.6441554}",Wednesday,0,4,2020-03-18 04:43:59+00:00,7 Ave exit [20],POINT (-74.0103179 40.6441554),4.0,TTR5165990844800001,40.6441554,78,-74.0103179,exit [23]
"{'x': -74.0082104, 'y': 40.6462257}",Thursday,2,3,2020-02-13 17:42:00+00:00,I-278 (I-478 HOV WB),POINT (-74.0082104 40.6462257),17.0,TTL5165990873617000,40.6462257,3109,-74.00821040000002,I-478/Gowanis Expy (I-478 HOV WB)
"{'x': -74.0083356, 'y': 40.6291151}",Thursday,2,3,2020-02-13 17:42:00+00:00,66th St / 8th Ave,POINT (-74.0083356 40.6291151),17.0,TTL5167722070406005,40.6291151,251,-74.0083356,63rd St / 8th Ave
"{'x': -74.0143702, 'y': 40.6516251}",Thursday,2,3,2020-02-13 17:42:00+00:00,South Brooklyn Marine Terminal/1st Ave (39th St),POINT (-74.0143702 40.6516251),17.0,TTL5165990852005002,40.6516251,464,-74.0143702,Fort Hamilton Pkwy (39th St)
"{'x': -74.0039664, 'y': 40.6503102}",Thursday,3,9,2020-02-13 17:41:00+00:00,exit [23],POINT (-74.0039664 40.6503102),17.0,TTL5165990851206000,40.6503102,240,-74.00396640000002,38th St
"{'x': -74.0022145, 'y': 40.6589753}",Thursday,3,9,2020-02-13 17:41:00+00:00,4th Ave,POINT (-74.00221449999999 40.6589753),17.0,TTL5165990866406002,40.6589753,269,-74.00221450000002,2nd Ave
"{'x': -74.0024194, 'y': 40.6563615}",Thursday,3,9,2020-02-13 17:46:00+00:00,Fort Hamilton Pkwy (39th St),POINT (-74.00241939999999 40.6563615),17.0,TTL5166567960804001,40.6563615,228,-74.00241940000002,I-278/3rd Ave (39th St)
"{'x': -74.0064371, 'y': 40.6522806}",Tuesday,0,4,2020-05-05 04:43:59+00:00,4th Ave,POINT (-74.0064371 40.6522806),4.0,TTR5165990852006001,40.65228060000001,237,-74.0064371,5th Ave
"{'x': -73.9936969, 'y': 40.656953}",Sunday,0,13,2020-02-16 04:59:59+00:00,I-278/38th St (4th Ave),POINT (-73.9936969 40.656953),4.0,TTR5166567968004001,40.656953,79,-73.9936969,19th St (4th Ave)
"{'x': -74.0029101, 'y': 40.6634315}",Sunday,0,13,2020-02-16 04:59:59+00:00,19th St (4th Ave),POINT (-74.00291009999999 40.6634315),4.0,TTR5166567982404001,40.6634315,79,-74.0029101,I-278/38th St (4th Ave)
"{'x': -73.9979258, 'y': 40.6371007}",Tuesday,0,4,2020-03-31 04:43:59+00:00,Fort Hamilton Pkwy,POINT (-73.9979258 40.6371007),4.0,TTR5168299200814001,40.63710070000001,526,-73.99792579999998,13th Ave
"{'x': -73.9867983, 'y': 40.6430668}",Thursday,0,4,2020-04-09 04:43:59+00:00,38th St,POINT (-73.9867983 40.6430668),4.0,TTR5167145004007001,40.64306679999999,34,-73.9867983,Brooklyn
"{'x': -73.9940849, 'y': 40.6366069}",Tuesday,0,4,2020-03-03 05:43:59+00:00,12th Ave,POINT (-73.9940849 40.6366069),5.0,TTR5168299200806003,40.6366069,238,-73.9940849,13th Ave
"{'x': -73.9829583, 'y': 40.6284259}",Monday,0,12,2020-03-30 04:43:59+00:00,18th Ave (McDonald Ave),POINT (-73.98295830000001 40.6284259),4.0,TTR5169453364005001,40.6284259,83,-73.98295829999998,Bay Pkwy (McDonald Ave)
"{'x': -73.9614557, 'y': 40.7675512}",Thursday,2,3,2020-02-13 18:50:00+00:00,E 65th St/E 66th St (Madison Ave),POINT (-73.9614557 40.7675512),18.0,TTL5159066085606005,40.76755120000001,657,-73.9614557,E 79th St (Madison Ave)
"{'x': -73.968578, 'y': 40.7643994}",Thursday,2,3,2020-02-13 18:15:00+00:00,Park Ave,POINT (-73.96857799999999 40.7643994),18.0,TTL5160220281606005,40.7643994,1209,-73.96857800000002,Hospital Access Rd
"{'x': -73.9679081, 'y': 40.7657479}",Sunday,0,4,2020-02-16 05:43:59+00:00,Park Ave,POINT (-73.9679081 40.7657479),5.0,TTR5159643187206005,40.7657479,21,-73.96790809999997,Park Ave
"{'x': -73.9707131, 'y': 40.7764768}",Thursday,1,2,2020-02-13 17:41:00+00:00,Central Park (79th St),POINT (-73.9707131 40.7764768),17.0,TTL5159066121605004,40.7764768,582,-73.9707131,2nd Ave (E 79th St)
"{'x': -73.9611053, 'y': 40.7654033}",Thursday,2,3,2020-02-13 17:44:00+00:00,2nd Ave/Queensboro Bridge (E 60th St),POINT (-73.9611053 40.7654033),17.0,TTL5159643172812012,40.7654033,512,-73.9611053,Park Ave (E 60th St)
"{'x': -73.9692145, 'y': 40.7791427}",Thursday,1,2,2020-02-13 18:17:00+00:00,79th St (5th Ave),POINT (-73.96921450000001 40.7791427),18.0,TTL5159066100005007,40.7791427,1681,-73.9692145,57th St (5th Ave)
"{'x': -73.9681088, 'y': 40.7719877}",Thursday,2,3,2020-02-13 17:42:00+00:00,E 71st St (Lexington Ave),POINT (-73.9681088 40.7719877),17.0,TTL5159643194406010,40.7719877,874,-73.9681088,E 60th St (Lexington Ave)
"{'x': -73.9595073, 'y': 40.7671963}",Thursday,1,2,2020-02-13 17:41:00+00:00,2nd Ave (E 63rd St),POINT (-73.9595073 40.7671963),17.0,TTL5159643201614001,40.7671963,516,-73.9595073,Park Ave (E 63rd St)
"{'x': -73.9593826, 'y': 40.769595}",Thursday,2,3,2020-02-13 17:41:00+00:00,2nd Ave (E 66th St),POINT (-73.9593826 40.769595),17.0,TTL5159643201605006,40.769595,249,-73.95938259999998,5th Ave (E 66th St)
"{'x': -73.9593005, 'y': 40.7703868}",Thursday,1,2,2020-02-13 17:41:00+00:00,2nd Ave,POINT (-73.9593005 40.7703868),17.0,TTL5159643201606011,40.7703868,361,-73.9593005,Park Ave
"{'x': -73.9556523, 'y': 40.7585997}",Thursday,2,3,2020-02-13 17:41:00+00:00,61st St (1st Ave),POINT (-73.9556523 40.7585997),17.0,TTL5160220274413000,40.75859970000001,969,-73.9556523,79th St (1st Ave)
"{'x': -73.9635979, 'y': 40.7573893}",Thursday,1,2,2020-02-13 17:41:00+00:00,1st Ave (E 62nd St),POINT (-73.9635979 40.7573893),17.0,TTL5159643158405002,40.7573893,217,-73.96359790000002,York Ave (E 62nd St)
"{'x': -73.9658363, 'y': 40.7681993}",Thursday,1,2,2020-02-13 17:50:00+00:00,71st St (2nd Ave),POINT (-73.96583630000001 40.7681993),17.0,TTL5160797325612003,40.7681993,362,-73.9658363,62nd St (2nd Ave)
"{'x': -73.9658741, 'y': 40.7837143}",Thursday,3,9,2020-02-13 18:17:00+00:00,E 96th St/97th St (5th Ave),POINT (-73.96587409999999 40.7837143),18.0,TTL5158489034413001,40.7837143,411,-73.9658741,79th St (5th Ave)
"{'x': -73.9627246, 'y': 40.758662}",Thursday,3,9,2020-02-13 17:41:00+00:00,1st Ave,POINT (-73.9627246 40.758662),17.0,TTL5160220252806014,40.758662,217,-73.96272459999999,York Ave / E 63rd St
"{'x': -73.9610687, 'y': 40.7747264}",Thursday,2,3,2020-02-13 17:41:00+00:00,5th Ave (E 84th St),POINT (-73.9610687 40.7747264),17.0,TTL5158489027205000,40.7747264,298,-73.9610687,2nd Ave (E 84th St)
"{'x': -73.962888, 'y': 40.7791466}",Thursday,1,2,2020-02-13 17:41:00+00:00,E 84th St (Lexington Ave),POINT (-73.96288800000001 40.7791466),17.0,TTL5159066128814001,40.7791466,824,-73.962888,E 71st St (Lexington Ave)
"{'x': -73.9544828, 'y': 40.7699999}",Thursday,1,2,2020-02-13 17:41:00+00:00,1st Ave,POINT (-73.95448279999999 40.7699999),17.0,TTL5159643201606001,40.7699999,742,-73.9544828,Park Ave
"{'x': -73.9535878, 'y': 40.7671628}",Thursday,2,3,2020-02-13 17:41:00+00:00,York Ave,POINT (-73.95358779999999 40.7671628),17.0,TTL5160220296006005,40.7671628,216,-73.95358780000002,1st Ave
"{'x': -73.9504399, 'y': 40.7739777}",Thursday,3,9,2020-02-13 17:41:00+00:00,E 79th St (3rd Ave),POINT (-73.95043990000001 40.7739777),17.0,TTL5159643208806003,40.7739777,573,-73.9504399,E 96th St (3rd Ave)
"{'x': -73.9496375, 'y': 40.7837452}",Thursday,2,3,2020-02-13 18:50:00+00:00,E 85th St (Madison Ave),POINT (-73.94963749999999 40.7837452),18.0,TTL5158489048813000,40.78374520000001,651,-73.9496375,E 106th St (Madison Ave)
"{'x': -73.9508961, 'y': 40.7752146}",Thursday,1,2,2020-02-13 17:41:00+00:00,1st Ave,POINT (-73.95089609999999 40.7752146),17.0,TTL5159066136006003,40.7752146,719,-73.9508961,Park Ave
"{'x': -73.9588042, 'y': 40.7695987}",Thursday,2,3,2020-02-13 18:00:00+00:00,E 73rd St (York Ave),POINT (-73.9588042 40.7695987),18.0,TTL5160220260006003,40.7695987,786,-73.9588042,E 63rd St (York Ave)
"{'x': -73.9562619, 'y': 40.7634514}",Thursday,3,9,2020-02-13 17:41:00+00:00,York Ave (E 73rd St),POINT (-73.9562619 40.7634514),17.0,TTL5160220281605001,40.7634514,221,-73.9562619,FDR Dr (E 73rd St)
"{'x': -73.949249, 'y': 40.7914004}",Thursday,2,3,2020-02-13 17:41:00+00:00,Park Ave (E 97th St),POINT (-73.94924899999999 40.7914004),17.0,TTL5159066164806016,40.79140039999999,141,-73.949249,5th Ave (97th St)
"{'x': -73.9483567, 'y': 40.7951304}",Thursday,3,9,2020-02-13 17:42:00+00:00,Madison Ave,POINT (-73.94835670000001 40.7951304),17.0,TTL5158489099205001,40.7951304,154,-73.9483567,5th Ave
"{'x': -73.9566075, 'y': 40.7686143}",Thursday,3,9,2020-02-13 17:41:00+00:00,FDR Dr/E 73rd St (FDR Dr Service Rd (Exit 13 SB)),POINT (-73.9566075 40.7686143),17.0,TTL5160220288805000,40.7686143,132,-73.95660749999998,FDR Dr/E 71st St (FDR Dr Service Rd (Exit 13 SB))
"{'x': -73.9562462, 'y': 40.7914228}",Thursday,2,3,2020-02-13 17:41:00+00:00,E 116th St/Luis Munoz Marin Blvd (Park Ave),POINT (-73.9562462 40.7914228),17.0,TTL5159066157604001,40.79142279999999,325,-73.95624620000002,E 96th St (Park Ave)
"{'x': -73.9562103, 'y': 40.7814276}",Thursday,3,9,2020-02-13 17:42:00+00:00,92nd St (2nd Ave),POINT (-73.9562103 40.7814276),17.0,TTL5159066100005001,40.7814276,743,-73.9562103,79th St (2nd Ave)
"{'x': -73.9476153, 'y': 40.7840149}",Thursday,1,2,2020-02-13 17:41:00+00:00,2nd Ave,POINT (-73.9476153 40.7840149),17.0,TTL5159066136006004,40.7840149,492,-73.9476153,Park Ave
"{'x': -73.9452214, 'y': 40.7897143}",Thursday,1,2,2020-02-13 17:41:00+00:00,2nd Ave,POINT (-73.94522139999999 40.7897143),17.0,TTL5159066164806013,40.7897143,386,-73.94522140000002,Park Ave
"{'x': -73.9510683, 'y': 40.7705148}",Wednesday,0,4,2020-04-01 04:43:59+00:00,York Ave,POINT (-73.9510683 40.7705148),4.0,TTR5159643216006003,40.7705148,228,-73.9510683,E End Ave / Gracie Sq
"{'x': -73.9471449, 'y': 40.7447795}",Saturday,0,4,2020-02-15 05:43:59+00:00,21st St,POINT (-73.9471449 40.7447795),5.0,TTR5161951506406001,40.7447795,101,-73.9471449,23rd St
"{'x': -73.9417892, 'y': 40.7868794}",Thursday,1,2,2020-02-13 17:41:00+00:00,1st Ave,POINT (-73.9417892 40.7868794),17.0,TTL5159066168807001,40.7868794,70,-73.9417892,E 96th St
"{'x': -73.9451438, 'y': 40.7472441}",Thursday,3,9,2020-02-13 17:41:00+00:00,E 59th St (Queensboro Bridge EB (Lower Level)),POINT (-73.9451438 40.7472441),17.0,TTL5161951508804000,40.7472441,189,-73.9451438,Bridge Plz S/Queens Plz S (Queensboro Bridge EB (Lower Level))
"{'x': -73.946691, 'y': 40.7611009}",Wednesday,0,4,2020-03-18 04:43:59+00:00,38th Ave,POINT (-73.946691 40.7611009),4.0,TTR5161374449614001,40.7611009,269,-73.946691,40th Ave
"{'x': -73.9362856, 'y': 40.7470649}",Monday,0,10,2020-04-13 04:43:59+00:00,Jackson Ave / 43rd Ave,POINT (-73.93628560000001 40.7470649),4.0,TTR5161951500806001,40.7470649,96,-73.93628559999998,Queens Plz S
"{'x': -73.9335509, 'y': 40.7502161}",Thursday,1,2,2020-02-13 17:41:00+00:00,Jackson Ave / 42nd Rd,POINT (-73.9335509 40.7502161),17.0,TTL5162528606406000,40.7502161,200,-73.93355090000001,Queens Plz S / 28th St
"{'x': -73.9369626, 'y': 40.7724768}",Thursday,0,10,2020-04-23 04:43:59+00:00,2nd St,POINT (-73.9369626 40.7724768),4.0,TTR5160220309606001,40.7724768,175,-73.93696259999999,4th St
"{'x': -73.9392389, 'y': 40.7781838}",Thursday,0,10,2020-04-23 04:43:59+00:00,26th Ave,POINT (-73.93923890000001 40.7781838),4.0,TTR5160220316806001,40.7781838,174,-73.9392389,27th Ave
"{'x': -73.923823, 'y': 40.7850666}",Friday,0,6,2020-02-14 15:47:02+00:00,31st St/Hoyt Ave/Exit 3 (I-278),POINT (-73.923823 40.7850666),15.0,TTR5159643237616000,40.7850666,1150,-73.923823,I-87 (I-278)
"{'x': -73.9603285, 'y': 40.7149539}",Tuesday,4,5,2020-03-31 03:59:00+00:00,Metropolitan Ave,POINT (-73.9603285 40.7149539),3.0,TTR5163105574406016,40.7149539,81,-73.9603285,Kent Ave / N 3rd St
"{'x': -73.9701708, 'y': 40.7206199}",Friday,4,5,2020-03-13 04:00:00+00:00,Metropolitan Ave / River St,POINT (-73.97017080000001 40.7206199),4.0,TTR5163105588806031,40.7206199,194,-73.9701708,Kent Ave / Grand St
"{'x': -73.9667419, 'y': 40.7136265}",Friday,0,4,2020-03-27 04:43:59+00:00,Wythe Ave,POINT (-73.9667419 40.7136265),4.0,TTR5163105581614001,40.7136265,292,-73.96674190000002,Metropolitan Ave
"{'x': -73.9655688, 'y': 40.7148197}",Thursday,2,3,2020-02-13 17:41:00+00:00,Wythe Ave,POINT (-73.9655688 40.7148197),17.0,TTL5163105581606001,40.71481970000001,295,-73.9655688,Bedford Ave
"{'x': -73.9650384, 'y': 40.7435209}",Friday,4,5,2020-05-01 03:59:00+00:00,54th Ave / Center Blvd,POINT (-73.9650384 40.7435209),3.0,TTR5161951481615001,40.7435209,296,-73.96503840000003,2nd St
"{'x': -73.9654288, 'y': 40.7033753}",Thursday,2,3,2020-02-13 17:46:00+00:00,Division Ave (Lee Ave),POINT (-73.9654288 40.7033753),17.0,TTL5164836836805004,40.7033753,920,-73.9654288,Flushing Ave (Lee Ave)
"{'x': -73.9656104, 'y': 40.7055358}",Friday,1,2,2020-02-14 02:25:00+00:00,Williamsburg Bridge/Exit 32 (I-278),POINT (-73.9656104 40.7055358),2.0,TTL5164836818448000,40.70553579999999,3476,-73.9656104,Brooklyn Bridge/Cadman Plz/Exit 28 (I-278)
"{'x': -73.9645869, 'y': 40.6972071}",Thursday,1,2,2020-02-13 17:41:00+00:00,Brooklyn Queens Expy,POINT (-73.9645869 40.6972071),17.0,TTL5165413904806003,40.6972071,684,-73.9645869,Myrtle Ave
"{'x': -73.960764, 'y': 40.7362337}",Wednesday,0,4,2020-03-18 04:43:59+00:00,Queens Midtown Tunl E / 2nd St,POINT (-73.960764 40.7362337),4.0,TTR5161951476806001,40.73623370000001,174,-73.960764,5th St
"{'x': -73.9652381, 'y': 40.7421396}",Sunday,0,4,2020-03-22 04:43:59+00:00,Queens Midtown Tunl E,POINT (-73.96523809999999 40.7421396),4.0,TTR5161951484007001,40.7421396,111,-73.9652381,55th Ave
"{'x': -73.9630033, 'y': 40.7150759}",Thursday,0,4,2020-04-02 04:43:59+00:00,Berry St,POINT (-73.9630033 40.7150759),4.0,TTR5163682676014007,40.7150759,281,-73.9630033,Driggs Ave
"{'x': -73.9638394, 'y': 40.7348345}",Monday,0,13,2020-03-09 03:59:59+00:00,Brooklyn,POINT (-73.9638394 40.7348345),3.0,TTR5161951480807001,40.7348345,139,-73.96383940000003,Commercial St
"{'x': -73.9529034, 'y': 40.7148891}",Tuesday,0,13,2020-09-01 03:59:59+00:00,N 7th St,POINT (-73.9529034 40.7148891),3.0,TTR5163682668806000,40.7148891,81,-73.95290340000003,N 8th St
"{'x': -73.9632876, 'y': 40.7107393}",Tuesday,0,13,2020-06-02 03:59:59+00:00,S 5th St (Marcy Ave Frontage),POINT (-73.9632876 40.7107393),3.0,TTR5164259748006000,40.7107393,50,-73.96328759999999,Broadway (Marcy Ave Frontage)
"{'x': -73.9595627, 'y': 40.7100575}",Thursday,3,9,2020-02-13 17:41:00+00:00,Kent Ave (Metropolitan Ave),POINT (-73.95956270000001 40.7100575),17.0,TTL5164259768805001,40.7100575,142,-73.95956269999998,I-278/Brooklyn Queens Expy/Marcy Ave (Metropolitan Ave)
"{'x': -73.9504245, 'y': 40.6971597}",Thursday,2,3,2020-02-13 17:41:00+00:00,Myrtle Ave (Bedford Ave),POINT (-73.9504245 40.6971597),17.0,TTL5164836824814000,40.6971597,282,-73.9504245,Flushing Ave (Bedford Ave)
"{'x': -73.9621803, 'y': 40.6983961}",Wednesday,0,4,2020-03-11 04:43:59+00:00,Flushing Ave,POINT (-73.9621803 40.6983961),4.0,TTR5164836810406001,40.6983961,248,-73.9621803,Park Ave
